-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,134,136,-1,-1,-1,-1,-1,-1,-1,134,135,135,135,135,136,135,135,136,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,153,155,135,135,134,135,135,134,135,154,154,154,154,154,155,154,154,155,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,153,155,154,154,153,154,154,153,154,154,154,154,154,154,155,154,154,155,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,153,155,154,154,153,154,154,153,154,154,154,154,154,154,159,135,135,136,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,153,155,154,154,134,135,135,160,154,154,140,173,173,173,141,154,154,155,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,153,155,154,154,153,154,154,154,154,154,155,154,154,154,153,154,154,159,135,135,135,135,136,135,135,135,135,136,-1
-1,153,159,135,135,160,173,173,141,154,154,155,154,154,154,153,154,154,154,154,154,154,154,155,154,154,154,154,155,-1
-1,172,173,173,173,174,-1,-1,153,154,154,155,154,154,154,153,154,154,154,154,154,154,154,155,154,154,154,154,155,-1
-1,-1,-1,-1,-1,-1,-1,-1,153,154,154,155,154,154,154,153,154,154,154,154,154,154,154,155,154,154,154,154,155,-1
-1,-1,134,135,135,135,135,135,160,154,154,155,154,154,154,153,154,154,154,154,154,154,154,159,135,135,135,135,136,-1
-1,-1,172,173,173,173,173,141,154,154,154,155,154,154,154,153,154,154,154,154,154,154,154,154,154,154,154,154,155,-1
-1,-1,153,154,154,154,154,153,154,154,154,155,154,154,154,153,154,154,154,154,154,154,154,154,154,154,154,154,155,-1
-1,-1,153,154,154,154,154,153,154,154,154,159,135,135,135,160,154,154,154,154,154,154,154,154,154,154,154,154,155,-1
-1,-1,153,154,154,154,154,153,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,155,-1
-1,-1,153,154,154,154,154,153,154,154,154,140,173,173,173,173,141,140,173,173,173,173,173,173,173,173,173,173,174,-1
-1,-1,153,154,154,154,154,153,154,154,154,155,154,154,154,154,153,155,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,134,135,135,135,135,160,140,173,173,174,173,173,173,173,153,155,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,172,173,173,173,173,173,174,-1,-1,-1,-1,-1,-1,-1,153,155,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,153,155,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
